Id,SalePrice
1461,121826.125
1462,147825.1
1463,171597.92
1464,180289.75
1465,220247.12
1466,175325.55
1467,166105.2
1468,178742.36
1469,179840.83
1470,115134.555
1471,193060.77
1472,91463.91
1473,94032.336
1474,149757.6
1475,160491.72
1476,395039.0
1477,260705.94
1478,335037.4
1479,293217.22
1480,380589.8
1481,340198.03
1482,212309.19
1483,174567.03
1484,161046.28
1485,175728.1
1486,189515.6
1487,355648.6
1488,246884.2
1489,214322.16
1490,190090.25
1491,181558.78
1492,121708.86
1493,194185.44
1494,298755.7
1495,305509.44
1496,217912.23
1497,196941.61
1498,151851.92
1499,151197.06
1500,136917.5
1501,174801.52
1502,136834.08
1503,333295.75
1504,217529.73
1505,223469.48
1506,210713.38
1507,239731.03
1508,192405.39
1509,172599.61
1510,153250.31
1511,153250.31
1512,163910.31
1513,145186.52
1514,160652.05
1515,227864.3
1516,149694.88
1517,158410.64
1518,119819.8
1519,225642.14
1520,137960.16
1521,132130.06
1522,167541.73
1523,115424.664
1524,120103.22
1525,121948.56
1526,127292.68
1527,110602.41
1528,128295.16
1529,130103.18
1530,162556.56
1531,123396.91
1532,94923.65
1533,139752.95
1534,135789.56
1535,156753.47
1536,103450.8
1537,108246.47
1538,167456.17
1539,234562.73
1540,149010.39
1541,187020.02
1542,155660.42
1543,247454.17
1544,81986.65
1545,104259.27
1546,119897.9
1547,113098.47
1548,129944.5
1549,108652.96
1550,120774.75
1551,111307.93
1552,143713.67
1553,134487.45
1554,111858.77
1555,135022.22
1556,89289.05
1557,113703.03
1558,88431.47
1559,126170.836
1560,137816.53
1561,144960.11
1562,134078.16
1563,119332.63
1564,169973.25
1565,137821.77
1566,218121.77
1567,74620.28
1568,213688.14
1569,101962.97
1570,128418.04
1571,124348.48
1572,148978.08
1573,226258.42
1574,160117.78
1575,185594.6
1576,192006.11
1577,210029.06
1578,120446.0
1579,143440.83
1580,197577.36
1581,139461.61
1582,126042.38
1583,341317.62
1584,242522.55
1585,139940.67
1586,89719.66
1587,105988.445
1588,143533.53
1589,85656.09
1590,141528.48
1591,113420.58
1592,118789.64
1593,125329.0
1594,149090.08
1595,130668.33
1596,289101.9
1597,191595.98
1598,175999.67
1599,188990.34
1600,197638.6
1601,63189.71
1602,124512.42
1603,90689.73
1604,269426.12
1605,244339.89
1606,167275.92
1607,208004.14
1608,200845.92
1609,204235.89
1610,174466.0
1611,156028.3
1612,194094.86
1613,170607.97
1614,124247.086
1615,80401.83
1616,80401.83
1617,83062.51
1618,134780.73
1619,134640.22
1620,221521.73
1621,136340.81
1622,137725.62
1623,300445.1
1624,218027.22
1625,116899.4
1626,186478.83
1627,178936.16
1628,264766.28
1629,169257.23
1630,311255.97
1631,249857.83
1632,294995.38
1633,166451.3
1634,177314.62
1635,178696.72
1636,165298.81
1637,174575.4
1638,224482.03
1639,193233.88
1640,260339.73
1641,189485.64
1642,218608.81
1643,229971.38
1644,215218.17
1645,173447.11
1646,149671.81
1647,170673.44
1648,145660.36
1649,134913.62
1650,111708.43
1651,120053.414
1652,92143.05
1653,94483.79
1654,165425.12
1655,157901.38
1656,150463.98
1657,166323.05
1658,150463.98
1659,160424.52
1660,141265.84
1661,498075.9
1662,410364.9
1663,394139.66
1664,445899.2
1665,353890.34
1666,295497.47
1667,341580.2
1668,349031.38
1669,270604.53
1670,360243.3
1671,229112.56
1672,526127.9
1673,306541.3
1674,246736.58
1675,186707.28
1676,195935.0
1677,212713.08
1678,423416.2
1679,364039.84
1680,266415.56
1681,277114.44
1682,284811.56
1683,173252.66
1684,172682.97
1685,171683.28
1686,175011.5
1687,174213.25
1688,177251.03
1689,179848.03
1690,187409.42
1691,168620.27
1692,265071.62
1693,175728.1
1694,182225.31
1695,179258.86
1696,249417.02
1697,178621.0
1698,404981.28
1699,352433.0
1700,250544.84
1701,273887.2
1702,299647.72
1703,270339.94
1704,337768.0
1705,261452.52
1706,455018.12
1707,225890.64
1708,210281.48
1709,323194.28
1710,223614.2
1711,242049.92
1712,238571.08
1713,235494.58
1714,207779.86
1715,201472.95
1716,198240.53
1717,170095.97
1718,129431.98
1719,199432.56
1720,280193.7
1721,177766.6
1722,120531.234
1723,154394.88
1724,212379.81
1725,249892.52
1726,187942.06
1727,174749.31
1728,179484.83
1729,161887.22
1730,129984.664
1731,133548.77
1732,121835.62
1733,118060.04
1734,129801.8
1735,127035.17
1736,120823.875
1737,339241.16
1738,207119.78
1739,284353.06
1740,231029.4
1741,179552.0
1742,170821.11
1743,180383.55
1744,285936.25
1745,221064.1
1746,253930.17
1747,201056.58
1748,229265.2
1749,159182.9
1750,142768.39
1751,241085.88
1752,125993.336
1753,164427.48
1754,213821.97
1755,160515.3
1756,111821.74
1757,121975.72
1758,123318.08
1759,142462.3
1760,165495.52
1761,159996.31
1762,171110.97
1763,163132.62
1764,117790.586
1765,211829.6
1766,174266.22
1767,194401.7
1768,144199.55
1769,176056.55
1770,147440.94
1771,136049.2
1772,155865.69
1773,133967.1
1774,132619.97
1775,132909.28
1776,112904.53
1777,111506.96
1778,129718.62
1779,113620.22
1780,175365.23
1781,132144.22
1782,88837.93
1783,136316.89
1784,91968.63
1785,101607.66
1786,165028.23
1787,151932.88
1788,68013.75
1789,88271.49
1790,76428.95
1791,240284.3
1792,152397.17
1793,140480.11
1794,156034.48
1795,139077.6
1796,134191.7
1797,145227.69
1798,131235.73
1799,111267.44
1800,125286.63
1801,134916.66
1802,190845.4
1803,158152.94
1804,150877.7
1805,137902.84
1806,110913.266
1807,145329.92
1808,121038.95
1809,113856.91
1810,150410.08
1811,104671.03
1812,99854.9
1813,120226.51
1814,99383.89
1815,64186.58
1816,93210.75
1817,142447.16
1818,161094.98
1819,120835.58
1820,65745.5
1821,122107.36
1822,157591.44
1823,49888.69
1824,131611.2
1825,110879.8
1826,85380.15
1827,110327.85
1828,136851.31
1829,116053.08
1830,158198.94
1831,161499.9
1832,148451.1
1833,163661.3
1834,132086.44
1835,151204.31
1836,155640.14
1837,91931.29
1838,134269.34
1839,83163.945
1840,174508.7
1841,162419.73
1842,97993.03
1843,138534.53
1844,125056.336
1845,122225.16
1846,137405.16
1847,164072.77
1848,59120.758
1849,112586.8
1850,127146.984
1851,144690.05
1852,129143.34
1853,134852.69
1854,163175.92
1855,153561.66
1856,229025.6
1857,101532.055
1858,150220.98
1859,119978.95
1860,150909.25
1861,121964.19
1862,301999.47
1863,301999.47
1864,301999.47
1865,318640.4
1866,335937.56
1867,252250.1
1868,237181.75
1869,196416.47
1870,233060.08
1871,256437.2
1872,162016.4
1873,254352.16
1874,134316.08
1875,199550.86
1876,199992.31
1877,192720.52
1878,223489.52
1879,128597.17
1880,141234.11
1881,243562.42
1882,281662.6
1883,201508.4
1884,227967.83
1885,249640.42
1886,249285.11
1887,236339.48
1888,244354.53
1889,148550.81
1890,137703.55
1891,146157.78
1892,108215.89
1893,141750.28
1894,107293.67
1895,140157.86
1896,117218.09
1897,126698.93
1898,85287.26
1899,131410.0
1900,115707.125
1901,149708.55
1902,141292.98
1903,238816.5
1904,139541.7
1905,169141.62
1906,162898.27
1907,200485.4
1908,111409.0
1909,123579.62
1910,123142.414
1911,173351.34
1912,317821.22
1913,144711.98
1914,65823.96
1915,248008.06
1916,62076.28
1917,274400.75
1918,129627.82
1919,168725.03
1920,211313.66
1921,359553.84
1922,299667.6
1923,198622.77
1924,208148.14
1925,236469.0
1926,393267.84
1927,134411.33
1928,159295.61
1929,121383.29
1930,145184.03
1931,128571.96
1932,134619.86
1933,168609.72
1934,181064.47
1935,180340.33
1936,182177.44
1937,173979.4
1938,174625.19
1939,257504.52
1940,220247.12
1941,181180.44
1942,180130.11
1943,190583.48
1944,304679.72
1945,346777.9
1946,155114.72
1947,310604.3
1948,188997.4
1949,206705.42
1950,179880.84
1951,268141.97
1952,216252.95
1953,162089.05
1954,232201.78
1955,128583.78
1956,260995.61
1957,174226.53
1958,286542.72
1959,154671.52
1960,123792.51
1961,122513.875
1962,92143.05
1963,103930.96
1964,113316.97
1965,149679.94
1966,158112.55
1967,244257.06
1968,379921.72
1969,372010.94
1970,450284.28
1971,456498.75
1972,384873.25
1973,275175.78
1974,283238.6
1975,423707.06
1976,249133.2
1977,364496.94
1978,392737.78
1979,364666.38
1980,198292.23
1981,385236.6
1982,224374.48
1983,224374.48
1984,174807.34
1985,200620.23
1986,198015.55
1987,184222.31
1988,179819.78
1989,195322.03
1990,234292.61
1991,212713.08
1992,207445.19
1993,168857.02
1994,231445.42
1995,180459.16
1996,272159.53
1997,346273.6
1998,378002.88
1999,262646.72
2000,303766.8
2001,242913.55
2002,214308.05
2003,290696.47
2004,269662.56
2005,251501.5
2006,245306.58
2007,255715.61
2008,197496.69
2009,193188.25
2010,176725.19
2011,123372.74
2012,182781.03
2013,175859.75
2014,184518.97
2015,184683.94
2016,199710.97
2017,194060.0
2018,128294.66
2019,129477.04
2020,111132.375
2021,115346.77
2022,185473.23
2023,162185.72
2024,213957.03
2025,425976.5
2026,181190.11
2027,137587.27
2028,151208.28
2029,172041.61
2030,284949.3
2031,246265.73
2032,349530.78
2033,269716.56
2034,167220.55
2035,201948.52
2036,192853.08
2037,192223.95
2038,327782.66
2039,204501.78
2040,363937.16
2041,232773.75
2042,204613.88
2043,177373.84
2044,175668.23
2045,185612.52
2046,158462.27
2047,146669.56
2048,140113.58
2049,149022.5
2050,167325.39
2051,108490.25
2052,137979.9
2053,149834.94
2054,64500.36
2055,137957.95
2056,129056.78
2057,127739.24
2058,206644.19
2059,141857.56
2060,143269.66
2061,169254.86
2062,132405.78
2063,99585.445
2064,138725.4
2065,127312.39
2066,189321.73
2067,127285.984
2068,125574.63
2069,77704.39
2070,104664.62
2071,98047.36
2072,144729.3
2073,129122.66
2074,184639.03
2075,142815.22
2076,116897.555
2077,141433.69
2078,136735.56
2079,148151.12
2080,130511.33
2081,126074.33
2082,139964.88
2083,137991.78
2084,108296.78
2085,143036.12
2086,112082.41
2087,134149.23
2088,129593.07
2089,95128.02
2090,138159.72
2091,134308.2
2092,171375.17
2093,138085.77
2094,128749.85
2095,158758.61
2096,71891.44
2097,99147.33
2098,137994.6
2099,50337.324
2100,134156.42
2101,141472.98
2102,143092.84
2103,108091.805
2104,154180.03
2105,129458.69
2106,63958.195
2107,240188.2
2108,125025.15
2109,131550.19
2110,122607.914
2111,179984.92
2112,154766.89
2113,118552.336
2114,101451.37
2115,142892.31
2116,124635.89
2117,160935.2
2118,131104.4
2119,94182.92
2120,103990.695
2121,75387.484
2122,73700.43
2123,94060.125
2124,208931.16
2125,147179.98
2126,167303.61
2127,143368.23
2128,135214.25
2129,67793.81
2130,133397.36
2131,178776.05
2132,129027.055
2133,121996.766
2134,114089.164
2135,79685.69
2136,68711.52
2137,135902.89
2138,131292.72
2139,151825.64
2140,138880.17
